Fecha,Hora,Consumo (Wh),Precio (€/kWh),Coste por hora (€)
2019-01-05,21,8,0.151434909,0.001211479272
2019-01-05,22,9,0.084359956,7.59E-04
2019-01-05,23,8,0.081522614,6.52E-04
,,,,
2019-01-06,0,9,0.084325578,7.59E-04
2019-01-06,1,9,0.075305386,6.78E-04
2019-01-06,2,10,0.074412299,7.44E-04
2019-01-06,3,9,0.06886678,6.20E-04
2019-01-06,4,9,0.069300638,6.24E-04
2019-01-06,5,9,0.068172268,6.14E-04
2019-01-06,6,9,0.068877633,6.20E-04
2019-01-06,7,9,0.07067249,6.36E-04
2019-01-06,8,9,0.071749443,6.46E-04
2019-01-06,9,8,0.073560383,5.88E-04
2019-01-06,10,20,0.080138011,0.00160276022
2019-01-06,11,348,0.081780524,0.02845962235
2019-01-06,12,195,0.150378019,0.02932371371
2019-01-06,13,1084,0.151399126,0.1641166526
2019-01-06,14,332,0.150605849,0.05000114187
2019-01-06,15,8,0.144474284,0.001155794272
2019-01-06,16,9,0.140359714,0.001263237426
2019-01-06,17,8,0.150467063,0.001203736504
2019-01-06,18,9,0.154139162,0.001387252458
2019-01-06,19,9,0.153733812,0.001383604308
2019-01-06,20,16,0.152186222,0.002434979552
2019-01-06,21,9,0.154606222,0.001391455998
2019-01-06,22,8,0.086152373,6.89E-04
2019-01-06,23,9,0.083777819,7.54E-04
,,,,
2019-01-07,0,10,0.080113361,8.01E-04
2019-01-07,1,9,0.074170909,6.68E-04
2019-01-07,2,9,0.072421575,6.52E-04
2019-01-07,3,10,0.07169918,7.17E-04
2019-01-07,4,9,0.071218399,6.41E-04
2019-01-07,5,9,0.071154818,6.40E-04
2019-01-07,6,10,0.075839459,7.58E-04
2019-01-07,7,13,0.088107508,0.001145397604
2019-01-07,8,123,0.08560578,0.01052951094
2019-01-07,9,60,0.085493453,0.00512960718
2019-01-07,10,114,0.084816391,0.009669068574
2019-01-07,11,20,0.084192915,0.0016838583
2019-01-07,12,30,0.151595213,0.00454785639
2019-01-07,13,52,0.151402826,0.007872946952
2019-01-07,14,72,0.149273227,0.01074767234
2019-01-07,15,8,0.147836648,0.001182693184
2019-01-07,16,9,0.145035724,0.001305321516
2019-01-07,17,9,0.150154518,0.001351390662
2019-01-07,18,9,0.154008409,0.001386075681
2019-01-07,19,8,0.15440704,0.00123525632
2019-01-07,20,8,0.153459817,0.001227678536
2019-01-07,21,8,0.152197081,0.001217576648
2019-01-07,22,8,0.080356698,6.43E-04
2019-01-07,23,9,0.07842445,7.06E-04
,,,,
2019-01-08,0,9,0.079123282,7.12E-04
2019-01-08,1,10,0.073290972,7.33E-04
2019-01-08,2,9,0.071002575,6.39E-04
2019-01-08,3,9,0.069899323,6.29E-04
2019-01-08,4,9,0.069676943,6.27E-04
2019-01-08,5,9,0.070157871,6.31E-04
2019-01-08,6,8,0.073886238,5.91E-04
2019-01-08,7,24,0.084439454,0.002026546896
2019-01-08,8,125,0.083409002,0.01042612525
2019-01-08,9,1164,0.084060044,0.09784589122
2019-01-08,10,1164,0.084354544,0.09818868922
2019-01-08,11,1167,0.083591584,0.09755137853
2019-01-08,12,201,0.150813735,0.03031356073
2019-01-08,13,438,0.151190143,0.06622128263
2019-01-08,14,449,0.148511542,0.06668168236
2019-01-08,15,487,0.146153553,0.07117678031
2019-01-08,16,34,0.142664925,0.00485060745
2019-01-08,17,115,0.150877426,0.01735090399
2019-01-08,18,363,0.15398451,0.05589637713
2019-01-08,19,126,0.154496474,0.01946655572
2019-01-08,20,47,0.152930443,0.007187730821
2019-01-08,21,13,0.152824174,0.001986714262
2019-01-08,22,13,0.081824814,0.001063722582
2019-01-08,23,14,0.076489052,0.001070846728
,,,,
2019-01-09,0,9,0.072569642,6.53E-04
2019-01-09,1,8,0.070966845,5.68E-04
2019-01-09,2,9,0.067030275,6.03E-04
2019-01-09,3,9,0.067685415,6.09E-04
2019-01-09,4,9,0.067539503,6.08E-04
2019-01-09,5,9,0.067828209,6.10E-04
2019-01-09,6,9,0.071416311,6.43E-04
2019-01-09,7,8,0.081760081,6.54E-04
2019-01-09,8,76,0.083202185,0.00632336606
2019-01-09,9,106,0.082798048,0.008776593088
2019-01-09,10,98,0.082362939,0.008071568022
2019-01-09,11,97,0.082091751,0.007962899847
2019-01-09,12,55,0.147152729,0.008093400095
2019-01-09,13,34,0.146408236,0.004977880024
2019-01-09,14,45,0.144018121,0.006480815445
2019-01-09,15,10,0.141080776,0.00141080776
2019-01-09,16,10,0.144147103,0.00144147103
2019-01-09,17,235,0.150221241,0.03530199164
2019-01-09,18,363,0.152061396,0.05519828675
2019-01-09,19,567,0.152941963,0.08671809302
2019-01-09,20,32,0.150948563,0.004830354016
2019-01-09,21,8,0.149671433,0.001197371464
2019-01-09,22,9,0.080433002,7.24E-04
2019-01-09,23,9,0.071886784,6.47E-04
,,,,
2019-01-10,0,9,0.077132426,6.94E-04
2019-01-10,1,9,0.068076288,6.13E-04
2019-01-10,2,9,0.068860677,6.20E-04
2019-01-10,3,9,0.066084627,5.95E-04
2019-01-10,4,9,0.065656533,5.91E-04
2019-01-10,5,9,0.066710823,6.00E-04
2019-01-10,6,8,0.074803146,5.98E-04
2019-01-10,7,9,0.083429077,7.51E-04
2019-01-10,8,43,0.082689794,0.003555661142
2019-01-10,9,71,0.082888259,0.005885066389
2019-01-10,10,48,0.082309539,0.003950857872
2019-01-10,11,43,0.081555222,0.003506874546
2019-01-10,12,65,0.147915689,0.009614519785
2019-01-10,13,48,0.148157213,0.007111546224
2019-01-10,14,36,0.146722516,0.005282010576
2019-01-10,15,26,0.146404288,0.003806511488
2019-01-10,16,26,0.14774368,0.00384133568
2019-01-10,17,30,0.150452857,0.00451358571
2019-01-10,18,49,0.152655751,0.007480131799
2019-01-10,19,112,0.153633976,0.01720700531
2019-01-10,20,9,0.154419826,0.001389778434
2019-01-10,21,9,0.153028469,0.001377256221
2019-01-10,22,10,0.083143734,8.31E-04
2019-01-10,23,10,0.080740943,8.07E-04
,,,,
2019-01-11,0,9,0.079327675,7.14E-04
2019-01-11,1,10,0.073892854,7.39E-04
2019-01-11,2,10,0.070464323,7.05E-04
2019-01-11,3,9,0.068419374,6.16E-04
2019-01-11,4,10,0.067315194,6.73E-04
2019-01-11,5,9,0.068859817,6.20E-04
2019-01-11,6,9,0.075970611,6.84E-04
2019-01-11,7,9,0.08612038,7.75E-04
2019-01-11,8,10,0.084878291,8.49E-04
2019-01-11,9,9,0.084782423,7.63E-04
2019-01-11,10,10,0.08412373,8.41E-04
2019-01-11,11,9,0.082753248,7.45E-04
2019-01-11,12,10,0.150154522,0.00150154522
2019-01-11,13,9,0.149790265,0.001348112385
2019-01-11,14,10,0.150829852,0.00150829852
2019-01-11,15,9,0.149103208,0.001341928872
2019-01-11,16,166,0.149365456,0.0247946657
2019-01-11,17,509,0.151465156,0.0770957644
2019-01-11,18,798,0.153780948,0.1227171965
2019-01-11,19,504,0.154463416,0.07784956166
2019-01-11,20,35,0.153942954,0.00538800339
2019-01-11,21,8,0.152587997,0.001220703976
2019-01-11,22,9,0.0841438,7.57E-04
2019-01-11,23,9,0.081896553,7.37E-04
,,,,
2019-01-12,0,10,0.087355058,8.74E-04
2019-01-12,1,9,0.079317659,7.14E-04
2019-01-12,2,10,0.072448647,7.24E-04
2019-01-12,3,10,0.0700699,7.01E-04
2019-01-12,4,10,0.069943093,6.99E-04
2019-01-12,5,10,0.069834627,6.98E-04
2019-01-12,6,9,0.07059168,6.35E-04
2019-01-12,7,10,0.075817898,7.58E-04
2019-01-12,8,9,0.081739873,7.36E-04
2019-01-12,9,10,0.085484464,8.55E-04
2019-01-12,10,228,0.085470573,0.01948729064
2019-01-12,11,791,0.084115873,0.06653565554
2019-01-12,12,758,0.149539416,0.1133508773
2019-01-12,13,89,0.151471381,0.01348095291
2019-01-12,14,0,0.150060359,0
2019-01-12,15,0,0.144905083,0
2019-01-12,16,0,0.142134203,0
2019-01-12,17,0,0.144565357,0
2019-01-12,18,0,0.154495497,0
2019-01-12,19,46,0.155484031,0.007152265426
2019-01-12,20,40,0.156191322,0.00624765288
2019-01-12,21,9,0.156427043,0.001407843387
2019-01-12,22,9,0.087804472,7.90E-04
2019-01-12,23,96,0.08691092,0.00834344832
,,,,
2019-01-13,0,446,0.07668049,0.03419949854
2019-01-13,1,928,0.07178119,0.06661294432
2019-01-13,2,54,0.070348104,0.003798797616
2019-01-13,3,19,0.06973198,0.00132490762
2019-01-13,4,15,0.069678953,0.001045184295
2019-01-13,5,14,0.069522414,9.73E-04
2019-01-13,6,13,0.069810559,9.08E-04
2019-01-13,7,13,0.070419446,9.15E-04
2019-01-13,8,13,0.07005915,9.11E-04
2019-01-13,9,12,0.070553269,8.47E-04
2019-01-13,10,12,0.079477402,9.54E-04
2019-01-13,11,12,0.079650282,9.56E-04
2019-01-13,12,12,0.14857914,0.00178294968
2019-01-13,13,12,0.152497174,0.001829966088
2019-01-13,14,12,0.152658179,0.001831898148
2019-01-13,15,12,0.150331009,0.001803972108
2019-01-13,16,11,0.147129686,0.001618426546
2019-01-13,17,12,0.150962383,0.001811548596
2019-01-13,18,12,0.154851852,0.001858222224
2019-01-13,19,15,0.156743082,0.00235114623
2019-01-13,20,69,0.158709332,0.01095094391
2019-01-13,21,513,0.158769832,0.08144892382
2019-01-13,22,1752,0.08843069,0.1549305689
2019-01-13,23,1041,0.086224547,0.08975975343
,,,,
2019-01-14,0,422,0.079104262,0.03338199856
2019-01-14,1,12,0.070679449,8.48E-04
2019-01-14,2,13,0.069919543,9.09E-04
2019-01-14,3,12,0.069352298,8.32E-04
2019-01-14,4,13,0.068778559,8.94E-04
2019-01-14,5,12,0.069527258,8.34E-04
2019-01-14,6,12,0.074389761,8.93E-04
