Fecha,Hora,Consumo (Wh),Precio (€/kWh),Coste por hora (€)
2019-02-11,16,42,0.138291365,0.00580823733
2019-02-11,17,41,0.141147077,0.005787030157
2019-02-11,18,47,0.147628428,0.006938536116
2019-02-11,19,224,0.150150409,0.03363369162
2019-02-11,20,629,0.150472166,0.09464699241
2019-02-11,21,308,0.150342401,0.04630545951
2019-02-11,22,498,0.077202658,0.03844692368
2019-02-11,23,67,0.075312574,0.005045942458
,,,,
2019-02-12,0,41,0.080389,0.003295949
2019-02-12,1,39,0.076466419,0.002982190341
2019-02-12,2,38,0.070785474,0.002689848012
2019-02-12,3,38,0.068403482,0.002599332316
2019-02-12,4,38,0.0668952,0.0025420176
2019-02-12,5,38,0.069838531,0.002653864178
2019-02-12,6,38,0.076412901,0.002903690238
2019-02-12,7,184,0.078711142,0.01448285013
2019-02-12,8,58,0.079810254,0.004628994732
2019-02-12,9,158,0.080626477,0.01273898337
2019-02-12,10,43,0.079309011,0.003410287473
2019-02-12,11,38,0.077432276,0.002942426488
2019-02-12,12,37,0.142774696,0.005282663752
2019-02-12,13,39,0.142953904,0.005575202256
2019-02-12,14,44,0.141356481,0.006219685164
2019-02-12,15,44,0.140506114,0.006182269016
2019-02-12,16,40,0.140541724,0.00562166896
2019-02-12,17,35,0.143164533,0.005010758655
2019-02-12,18,40,0.147027643,0.00588110572
2019-02-12,19,47,0.150313185,0.007064719695
2019-02-12,20,47,0.152017434,0.007144819398
2019-02-12,21,1736,0.151902409,0.263702582
2019-02-12,22,249,0.081931534,0.02040095197
2019-02-12,23,92,0.081585584,0.007505873728
,,,,
2019-02-13,0,40,0.083050689,0.00332202756
2019-02-13,1,34,0.081125044,0.002758251496
2019-02-13,2,46,0.078679926,0.003619276596
2019-02-13,3,42,0.07705318,0.00323623356
2019-02-13,4,30,0.077259391,0.00231778173
2019-02-13,5,45,0.079015747,0.003555708615
2019-02-13,6,86,0.079346287,0.006823780682
2019-02-13,7,207,0.081662831,0.01690420602
2019-02-13,8,41,0.081088272,0.003324619152
2019-02-13,9,142,0.080844374,0.01147990111
2019-02-13,10,41,0.080190045,0.003287791845
2019-02-13,11,40,0.07852746,0.0031410984
2019-02-13,12,40,0.143803926,0.00575215704
2019-02-13,13,40,0.142179461,0.00568717844
2019-02-13,14,40,0.141938058,0.00567752232
2019-02-13,15,40,0.140474829,0.00561899316
2019-02-13,16,39,0.139237728,0.005430271392
2019-02-13,17,90,0.141710919,0.01275398271
2019-02-13,18,173,0.144442258,0.02498851063
2019-02-13,19,157,0.147831287,0.02320951206
2019-02-13,20,563,0.149438159,0.08413368352
2019-02-13,21,1044,0.149126724,0.1556882999
2019-02-13,22,210,0.078355679,0.01645469259
2019-02-13,23,79,0.074468848,0.005883038992
,,,,
2019-02-14,0,51,0.078512588,0.004004141988
2019-02-14,1,54,0.071414661,0.003856391694
2019-02-14,2,49,0.066824907,0.003274420443
2019-02-14,3,37,0.066041324,0.002443528988
2019-02-14,4,47,0.064327059,0.003023371773
2019-02-14,5,47,0.065450042,0.003076151974
2019-02-14,6,37,0.072142556,0.002669274572
2019-02-14,7,266,0.077120185,0.02051396921
2019-02-14,8,50,0.079709028,0.0039854514
2019-02-14,9,145,0.077038725,0.01117061513
2019-02-14,10,47,0.073857157,0.003471286379
2019-02-14,11,45,0.069716932,0.00313726194
2019-02-14,12,41,0.135143967,0.005540902647
2019-02-14,13,42,0.134340575,0.00564230415
2019-02-14,14,109,0.132029719,0.01439123937
2019-02-14,15,42,0.132149119,0.005550262998
2019-02-14,16,47,0.133369527,0.006268367769
2019-02-14,17,40,0.137032744,0.00548130976
2019-02-14,18,40,0.142693505,0.0057077402
2019-02-14,19,91,0.14538752,0.01323026432
2019-02-14,20,124,0.146772287,0.01819976359
2019-02-14,21,780,0.147418893,0.1149867365
2019-02-14,22,314,0.077203003,0.02424174294
2019-02-14,23,582,0.073046526,0.04251307813
,,,,
2019-02-15,0,620,0.065335159,0.04050779858
2019-02-15,1,39,0.06276041,0.00244765599
2019-02-15,2,47,0.061343147,0.002883127909
2019-02-15,3,89,0.061380821,0.005462893069
2019-02-15,4,64,0.061865179,0.003959371456
2019-02-15,5,48,0.062288061,0.002989826928
2019-02-15,6,46,0.069243306,0.003185192076
2019-02-15,7,201,0.077209174,0.01551904397
2019-02-15,8,44,0.07674884,0.00337694896
2019-02-15,9,125,0.074744641,0.009343080125
2019-02-15,10,42,0.07439487,0.00312458454
2019-02-15,11,42,0.072799087,0.003057561654
2019-02-15,12,41,0.138780936,0.005690018376
2019-02-15,13,40,0.13828358,0.0055313432
2019-02-15,14,45,0.136603246,0.00614714607
2019-02-15,15,1135,0.13600899,0.1543702037
2019-02-15,16,71,0.136095419,0.009662774749
2019-02-15,17,77,0.1375102,0.0105882854
2019-02-15,18,108,0.141342784,0.01526502067
2019-02-15,19,119,0.144188557,0.01715843828
2019-02-15,20,166,0.145490679,0.02415145271
2019-02-15,21,48,0.145354052,0.006976994496
2019-02-15,22,40,0.075159697,0.00300638788
2019-02-15,23,61,0.074024186,0.004515475346
,,,,
2019-02-16,0,53,0.078483469,0.004159623857
2019-02-16,1,36,0.074716053,0.002689777908
2019-02-16,2,40,0.067624782,0.00270499128
2019-02-16,3,48,0.066776136,0.003205254528
2019-02-16,4,42,0.065569131,0.002753903502
2019-02-16,5,38,0.06484678,0.00246417764
2019-02-16,6,278,0.066109701,0.01837849688
2019-02-16,7,122,0.067567374,0.008243219628
2019-02-16,8,107,0.065617591,0.007021082237
2019-02-16,9,284,0.070401833,0.01999412057
2019-02-16,10,182,0.073865923,0.01344359799
2019-02-16,11,120,0.068541423,0.00822497076
2019-02-16,12,41,0.13255778,0.00543486898
2019-02-16,13,46,0.13236218,0.00608866028
2019-02-16,14,44,0.129181291,0.005683976804
2019-02-16,15,44,0.126765706,0.005577691064
2019-02-16,16,44,0.125674061,0.005529658684
2019-02-16,17,34,0.129521712,0.004403738208
2019-02-16,18,41,0.136142309,0.005581834669
2019-02-16,19,46,0.14129393,0.00649952078
2019-02-16,20,45,0.143830742,0.00647238339
2019-02-16,21,33,0.140678664,0.004642395912
2019-02-16,22,43,0.068690477,0.002953690511
2019-02-16,23,46,0.066313666,0.003050428636
,,,,
2019-02-17,0,39,0.063037144,0.002458448616
2019-02-17,1,35,0.058177896,0.00203622636
2019-02-17,2,46,0.053957405,0.00248204063
2019-02-17,3,43,0.052448653,0.002255292079
2019-02-17,4,32,0.052026864,0.001664859648
2019-02-17,5,46,0.052907342,0.002433737732
2019-02-17,6,40,0.054672446,0.00218689784
2019-02-17,7,36,0.059897827,0.002156321772
2019-02-17,8,47,0.059395482,0.002791587654
2019-02-17,9,32,0.06171996,0.00197503872
2019-02-17,10,95,0.067301395,0.006393632525
2019-02-17,11,91,0.064903912,0.005906255992
